 all D ~ (p/mc)^2/t (sec^-1)
 E(MeV)=  0.1000
  alpha0   Daa         Dap         Dpp
  23.00  0.3983E-04  0.9302E-05  0.2540E-05
  24.00  0.4040E-04  0.9768E-05  0.2773E-05
  25.00  0.4100E-04  0.1023E-04  0.3016E-05
  26.00  0.4162E-04  0.1070E-04  0.3273E-05
  27.00  0.4226E-04  0.1116E-04  0.3540E-05
  28.00  0.4292E-04  0.1163E-04  0.3813E-05
  29.00  0.4360E-04  0.1209E-04  0.4096E-05
  30.00  0.4431E-04  0.1256E-04  0.4388E-05
  31.00  0.4503E-04  0.1301E-04  0.4686E-05
  32.00  0.4578E-04  0.1347E-04  0.4991E-05
  33.00  0.4656E-04  0.1391E-04  0.5301E-05
  34.00  0.4735E-04  0.1434E-04  0.5613E-05
  35.00  0.4817E-04  0.1477E-04  0.5924E-05
  36.00  0.4901E-04  0.1518E-04  0.6242E-05
  37.00  0.4988E-04  0.1558E-04  0.6549E-05
  38.00  0.5078E-04  0.1596E-04  0.6867E-05
  39.00  0.5170E-04  0.1632E-04  0.7185E-05
  40.00  0.5265E-04  0.1668E-04  0.7473E-05
  41.00  0.5361E-04  0.1704E-04  0.7737E-05
  42.00  0.5465E-04  0.1735E-04  0.8031E-05
  43.00  0.5564E-04  0.1772E-04  0.8228E-05
  44.00  0.5674E-04  0.1797E-04  0.8514E-05
  45.00  0.5793E-04  0.1820E-04  0.8811E-05
  46.00  0.5898E-04  0.1854E-04  0.8948E-05
  47.00  0.6013E-04  0.1881E-04  0.9137E-05
  48.00  0.6155E-04  0.1878E-04  0.9554E-05
  49.00  0.6293E-04  0.1872E-04  0.9936E-05
  50.00  0.6349E-04  0.1921E-04  0.9757E-05
  51.00  0.6434E-04  0.1921E-04  0.9894E-05
  52.00  0.6567E-04  0.1846E-04  0.1044E-04
  53.00  0.6508E-04  0.1867E-04  0.9985E-05
  54.00  0.6426E-04  0.1829E-04  0.9606E-05
  55.00  0.6305E-04  0.1727E-04  0.9159E-05
  56.00  0.6110E-04  0.1584E-04  0.8315E-05
  57.00  0.5728E-04  0.1503E-04  0.6372E-05
  58.00  0.5586E-04  0.1316E-04  0.4902E-05
  59.00  0.5640E-04  0.1235E-04  0.3952E-05
  60.00  0.5740E-04  0.1269E-04  0.3915E-05
  61.00  0.5905E-04  0.1281E-04  0.4077E-05
  62.00  0.6090E-04  0.1287E-04  0.4271E-05
  63.00  0.6160E-04  0.1356E-04  0.4119E-05
  64.00  0.6363E-04  0.1360E-04  0.4303E-05
  65.00  0.6573E-04  0.1361E-04  0.4479E-05
  66.00  0.6687E-04  0.1402E-04  0.4454E-05
  67.00  0.6832E-04  0.1418E-04  0.4505E-05
  68.00  0.6910E-04  0.1448E-04  0.4449E-05
  69.00  0.7116E-04  0.1423E-04  0.4590E-05
  70.00  0.7226E-04  0.1427E-04  0.4614E-05
  71.00  0.7298E-04  0.1422E-04  0.4614E-05
  72.00  0.7411E-04  0.1374E-04  0.4676E-05
  73.00  0.7526E-04  0.1295E-04  0.4736E-05
  74.00  0.7919E-04  0.1104E-04  0.5002E-05
  75.00  0.8325E-04  0.8848E-05  0.5174E-05
  76.00  0.8785E-04  0.6288E-05  0.5268E-05
  77.00  0.1206E-03 -0.2924E-05  0.6721E-05
  78.00  0.6259E-04  0.8069E-05  0.3479E-05
  79.00  0.4596E-04  0.8774E-05  0.2602E-05
  80.00  0.3567E-04  0.7765E-05  0.2052E-05
  81.00  0.2734E-04  0.6258E-05  0.1586E-05
  82.00  0.1998E-04  0.4674E-05  0.1163E-05
  83.00  0.1358E-04  0.3214E-05  0.7899E-06
  84.00  0.8392E-05  0.2001E-05  0.4860E-06
  85.00  0.4633E-05  0.1096E-05  0.2630E-06
  86.00  0.2201E-05  0.5090E-06  0.1190E-06
  87.00  0.8340E-06  0.1806E-06  0.3952E-07
  88.00  0.8808E-07  0.1435E-07  0.2350E-08
  89.00  0.0000E+00  0.0000E+00  0.0000E+00
 E(MeV)=  0.1631
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.3204E-04  0.1808E-05  0.1123E-06
   6.00  0.3233E-04  0.2186E-05  0.1628E-06
   7.00  0.3262E-04  0.2569E-05  0.2231E-06
   8.00  0.3293E-04  0.2958E-05  0.2935E-06
   9.00  0.3325E-04  0.3353E-05  0.3740E-06
  10.00  0.3358E-04  0.3753E-05  0.4648E-06
  11.00  0.3392E-04  0.4158E-05  0.5661E-06
  12.00  0.3428E-04  0.4569E-05  0.6783E-06
  13.00  0.3465E-04  0.4986E-05  0.8006E-06
  14.00  0.3503E-04  0.5408E-05  0.9346E-06
  15.00  0.3543E-04  0.5835E-05  0.1079E-05
  16.00  0.3584E-04  0.6268E-05  0.1235E-05
  17.00  0.3627E-04  0.6704E-05  0.1401E-05
  18.00  0.3672E-04  0.7147E-05  0.1579E-05
  19.00  0.3718E-04  0.7593E-05  0.1768E-05
  20.00  0.3766E-04  0.8042E-05  0.1968E-05
  21.00  0.3815E-04  0.8493E-05  0.2184E-05
  22.00  0.3867E-04  0.8954E-05  0.2406E-05
  23.00  0.3920E-04  0.9416E-05  0.2636E-05
  24.00  0.3975E-04  0.9875E-05  0.2878E-05
  25.00  0.4032E-04  0.1034E-04  0.3130E-05
  26.00  0.4092E-04  0.1080E-04  0.3398E-05
  27.00  0.4153E-04  0.1126E-04  0.3675E-05
  28.00  0.4217E-04  0.1173E-04  0.3958E-05
  29.00  0.4282E-04  0.1218E-04  0.4251E-05
  30.00  0.4350E-04  0.1263E-04  0.4553E-05
  31.00  0.4419E-04  0.1307E-04  0.4860E-05
  32.00  0.4491E-04  0.1351E-04  0.5173E-05
  33.00  0.4565E-04  0.1394E-04  0.5490E-05
  34.00  0.4640E-04  0.1435E-04  0.5809E-05
  35.00  0.4718E-04  0.1475E-04  0.6130E-05
  36.00  0.4798E-04  0.1514E-04  0.6444E-05
  37.00  0.4880E-04  0.1551E-04  0.6765E-05
  38.00  0.4965E-04  0.1586E-04  0.7076E-05
  39.00  0.5051E-04  0.1618E-04  0.7372E-05
  40.00  0.5139E-04  0.1651E-04  0.7649E-05
  41.00  0.5231E-04  0.1680E-04  0.7926E-05
  42.00  0.5330E-04  0.1703E-04  0.8230E-05
  43.00  0.5422E-04  0.1733E-04  0.8420E-05
  44.00  0.5522E-04  0.1759E-04  0.8615E-05
  45.00  0.5637E-04  0.1772E-04  0.8922E-05
  46.00  0.5754E-04  0.1786E-04  0.9176E-05
  47.00  0.5848E-04  0.1825E-04  0.9168E-05
  48.00  0.5977E-04  0.1832E-04  0.9425E-05
  49.00  0.6064E-04  0.1874E-04  0.9342E-05
  50.00  0.6202E-04  0.1864E-04  0.9669E-05
  51.00  0.6284E-04  0.1885E-04  0.9662E-05
  52.00  0.6370E-04  0.1874E-04  0.9788E-05
  53.00  0.6485E-04  0.1799E-04  0.1020E-04
  54.00  0.6445E-04  0.1776E-04  0.9887E-05
  55.00  0.6342E-04  0.1707E-04  0.9428E-05
  56.00  0.6205E-04  0.1560E-04  0.8828E-05
  57.00  0.5802E-04  0.1502E-04  0.6837E-05
  58.00  0.5620E-04  0.1307E-04  0.5241E-05
  59.00  0.5614E-04  0.1223E-04  0.3944E-05
  60.00  0.5762E-04  0.1225E-04  0.4038E-05
  61.00  0.5852E-04  0.1275E-04  0.3967E-05
  62.00  0.6052E-04  0.1269E-04  0.4207E-05
  63.00  0.6136E-04  0.1330E-04  0.4087E-05
  64.00  0.6300E-04  0.1355E-04  0.4165E-05
  65.00  0.6520E-04  0.1357E-04  0.4351E-05
  66.00  0.6728E-04  0.1365E-04  0.4484E-05
  67.00  0.6832E-04  0.1412E-04  0.4418E-05
  68.00  0.6975E-04  0.1433E-04  0.4430E-05
  69.00  0.7236E-04  0.1405E-04  0.4603E-05
  70.00  0.7781E-04  0.1277E-04  0.5155E-05
  71.00  0.7681E-04  0.1370E-04  0.4848E-05
  72.00  0.8384E-04  0.1167E-04  0.5469E-05
  73.00  0.7951E-04  0.1305E-04  0.4898E-05
  74.00  0.8133E-04  0.1212E-04  0.4954E-05
  75.00  0.8454E-04  0.1047E-04  0.5074E-05
  76.00  0.8908E-04  0.8186E-05  0.5194E-05
  77.00  0.1235E-03 -0.1228E-05  0.6781E-05
  78.00  0.7954E-04  0.6921E-05  0.4210E-05
  79.00  0.5508E-04  0.9421E-05  0.2972E-05
  80.00  0.4257E-04  0.8817E-05  0.2344E-05
  81.00  0.3311E-04  0.7354E-05  0.1846E-05
  82.00  0.2478E-04  0.5666E-05  0.1390E-05
  83.00  0.1737E-04  0.4027E-05  0.9754E-06
  84.00  0.1113E-04  0.2605E-05  0.6240E-06
  85.00  0.6404E-05  0.1493E-05  0.3540E-06
  86.00  0.3206E-05  0.7348E-06  0.1709E-06
  87.00  0.1322E-05  0.2892E-06  0.6401E-07
  88.00  0.2048E-06  0.3710E-07  0.6801E-08
  89.00  0.0000E+00  0.0000E+00  0.0000E+00
 E(MeV)=  0.1769
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.3170E-04  0.1841E-05  0.1170E-06
   6.00  0.3198E-04  0.2225E-05  0.1697E-06
   7.00  0.3227E-04  0.2615E-05  0.2326E-06
   8.00  0.3257E-04  0.3010E-05  0.3059E-06
   9.00  0.3288E-04  0.3411E-05  0.3898E-06
  10.00  0.3320E-04  0.3817E-05  0.4844E-06
  11.00  0.3353E-04  0.4229E-05  0.5900E-06
  12.00  0.3387E-04  0.4646E-05  0.7067E-06
  13.00  0.3423E-04  0.5068E-05  0.8347E-06
  14.00  0.3459E-04  0.5496E-05  0.9737E-06
  15.00  0.3498E-04  0.5928E-05  0.1124E-05
  16.00  0.3537E-04  0.6366E-05  0.1286E-05
  17.00  0.3578E-04  0.6808E-05  0.1460E-05
  18.00  0.3621E-04  0.7252E-05  0.1644E-05
  19.00  0.3665E-04  0.7704E-05  0.1841E-05
  20.00  0.3711E-04  0.8159E-05  0.2049E-05
  21.00  0.3758E-04  0.8616E-05  0.2270E-05
  22.00  0.3807E-04  0.9071E-05  0.2501E-05
  23.00  0.3858E-04  0.9537E-05  0.2740E-05
  24.00  0.3911E-04  0.9999E-05  0.2993E-05
  25.00  0.3965E-04  0.1046E-04  0.3257E-05
  26.00  0.4022E-04  0.1092E-04  0.3535E-05
  27.00  0.4081E-04  0.1138E-04  0.3823E-05
  28.00  0.4142E-04  0.1182E-04  0.4117E-05
  29.00  0.4204E-04  0.1227E-04  0.4421E-05
  30.00  0.4269E-04  0.1271E-04  0.4733E-05
  31.00  0.4336E-04  0.1315E-04  0.5050E-05
  32.00  0.4405E-04  0.1357E-04  0.5373E-05
  33.00  0.4475E-04  0.1398E-04  0.5699E-05
  34.00  0.4548E-04  0.1437E-04  0.6025E-05
  35.00  0.4622E-04  0.1474E-04  0.6352E-05
  36.00  0.4698E-04  0.1510E-04  0.6678E-05
  37.00  0.4776E-04  0.1544E-04  0.6991E-05
  38.00  0.4856E-04  0.1575E-04  0.7301E-05
  39.00  0.4937E-04  0.1605E-04  0.7586E-05
  40.00  0.5017E-04  0.1634E-04  0.7840E-05
  41.00  0.5111E-04  0.1650E-04  0.8202E-05
  42.00  0.5194E-04  0.1677E-04  0.8381E-05
  43.00  0.5297E-04  0.1684E-04  0.8746E-05
  44.00  0.5379E-04  0.1714E-04  0.8804E-05
  45.00  0.5477E-04  0.1731E-04  0.8979E-05
  46.00  0.5595E-04  0.1732E-04  0.9261E-05
  47.00  0.5701E-04  0.1748E-04  0.9377E-05
  48.00  0.5784E-04  0.1789E-04  0.9238E-05
  49.00  0.5930E-04  0.1775E-04  0.9579E-05
  50.00  0.6032E-04  0.1799E-04  0.9553E-05
  51.00  0.6207E-04  0.1758E-04  0.1003E-04
  52.00  0.6236E-04  0.1816E-04  0.9636E-05
  53.00  0.6334E-04  0.1787E-04  0.9794E-05
  54.00  0.6301E-04  0.1800E-04  0.9394E-05
  55.00  0.6434E-04  0.1614E-04  0.1001E-04
  56.00  0.6246E-04  0.1547E-04  0.9105E-05
  57.00  0.5827E-04  0.1521E-04  0.7093E-05
  58.00  0.5636E-04  0.1312E-04  0.5518E-05
  59.00  0.5644E-04  0.1174E-04  0.4158E-05
  60.00  0.5707E-04  0.1219E-04  0.3919E-05
  61.00  0.5917E-04  0.1197E-04  0.4238E-05
  62.00  0.5968E-04  0.1268E-04  0.4046E-05
  63.00  0.6195E-04  0.1250E-04  0.4321E-05
  64.00  0.6252E-04  0.1326E-04  0.4122E-05
  65.00  0.6423E-04  0.1350E-04  0.4188E-05
  66.00  0.6645E-04  0.1354E-04  0.4339E-05
  67.00  0.6843E-04  0.1370E-04  0.4422E-05
  68.00  0.6947E-04  0.1419E-04  0.4337E-05
  69.00  0.7421E-04  0.1323E-04  0.4791E-05
  70.00  0.7537E-04  0.1375E-04  0.4708E-05
  71.00  0.7977E-04  0.1300E-04  0.5046E-05
  72.00  0.7967E-04  0.1364E-04  0.4850E-05
  73.00  0.8116E-04  0.1346E-04  0.4859E-05
  74.00  0.8218E-04  0.1312E-04  0.4830E-05
  75.00  0.9245E-04  0.9925E-05  0.5462E-05
  76.00  0.9292E-04  0.9104E-05  0.5284E-05
  77.00  0.1114E-03  0.3691E-05  0.6032E-05
  78.00  0.1060E-03  0.3624E-05  0.5352E-05
  79.00  0.6605E-04  0.9678E-05  0.3395E-05
  80.00  0.5028E-04  0.9801E-05  0.2650E-05
  81.00  0.3955E-04  0.8497E-05  0.2121E-05
  82.00  0.3030E-04  0.6762E-05  0.1638E-05
  83.00  0.2189E-04  0.4971E-05  0.1187E-05
  84.00  0.1454E-04  0.3338E-05  0.7890E-06
  85.00  0.8719E-05  0.2004E-05  0.4694E-06
  86.00  0.4589E-05  0.1041E-05  0.2405E-06
  87.00  0.2024E-05  0.4441E-06  0.9892E-07
  88.00  0.5937E-06  0.1186E-06  0.2396E-07
  89.00  0.1658E-07  0.1938E-08  0.2266E-09
 E(MeV)=  0.1919
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.3141E-04  0.1876E-05  0.1222E-06
   6.00  0.3168E-04  0.2268E-05  0.1773E-06
   7.00  0.3195E-04  0.2665E-05  0.2430E-06
   8.00  0.3224E-04  0.3068E-05  0.3195E-06
   9.00  0.3255E-04  0.3476E-05  0.4072E-06
  10.00  0.3285E-04  0.3889E-05  0.5060E-06
  11.00  0.3317E-04  0.4307E-05  0.6163E-06
  12.00  0.3350E-04  0.4731E-05  0.7379E-06
  13.00  0.3383E-04  0.5161E-05  0.8717E-06
  14.00  0.3419E-04  0.5594E-05  0.1017E-05
  15.00  0.3456E-04  0.6033E-05  0.1174E-05
  16.00  0.3493E-04  0.6475E-05  0.1343E-05
  17.00  0.3532E-04  0.6923E-05  0.1524E-05
  18.00  0.3573E-04  0.7373E-05  0.1717E-05
  19.00  0.3614E-04  0.7825E-05  0.1921E-05
  20.00  0.3658E-04  0.8286E-05  0.2137E-05
  21.00  0.3703E-04  0.8743E-05  0.2367E-05
  22.00  0.3749E-04  0.9209E-05  0.2607E-05
  23.00  0.3798E-04  0.9672E-05  0.2856E-05
  24.00  0.3849E-04  0.1013E-04  0.3121E-05
  25.00  0.3900E-04  0.1059E-04  0.3397E-05
  26.00  0.3955E-04  0.1104E-04  0.3687E-05
  27.00  0.4011E-04  0.1150E-04  0.3988E-05
  28.00  0.4069E-04  0.1195E-04  0.4294E-05
  29.00  0.4128E-04  0.1239E-04  0.4610E-05
  30.00  0.4191E-04  0.1282E-04  0.4932E-05
  31.00  0.4255E-04  0.1323E-04  0.5261E-05
  32.00  0.4321E-04  0.1364E-04  0.5593E-05
  33.00  0.4388E-04  0.1403E-04  0.5927E-05
  34.00  0.4458E-04  0.1440E-04  0.6262E-05
  35.00  0.4529E-04  0.1475E-04  0.6596E-05
  36.00  0.4603E-04  0.1508E-04  0.6924E-05
  37.00  0.4677E-04  0.1538E-04  0.7244E-05
  38.00  0.4754E-04  0.1566E-04  0.7556E-05
  39.00  0.4830E-04  0.1592E-04  0.7834E-05
  40.00  0.4914E-04  0.1609E-04  0.8181E-05
  41.00  0.4990E-04  0.1633E-04  0.8373E-05
  42.00  0.5066E-04  0.1656E-04  0.8537E-05
  43.00  0.5165E-04  0.1654E-04  0.8903E-05
  44.00  0.5236E-04  0.1682E-04  0.8908E-05
  45.00  0.5338E-04  0.1680E-04  0.9177E-05
  46.00  0.5431E-04  0.1691E-04  0.9263E-05
  47.00  0.5540E-04  0.1690E-04  0.9420E-05
  48.00  0.5632E-04  0.1710E-04  0.9377E-05
  49.00  0.5782E-04  0.1685E-04  0.9708E-05
  50.00  0.5882E-04  0.1708E-04  0.9615E-05
  51.00  0.5984E-04  0.1731E-04  0.9522E-05
  52.00  0.6183E-04  0.1670E-04  0.1006E-04
  53.00  0.6214E-04  0.1721E-04  0.9653E-05
  54.00  0.6256E-04  0.1719E-04  0.9492E-05
  55.00  0.6250E-04  0.1680E-04  0.9273E-05
  56.00  0.6328E-04  0.1482E-04  0.9560E-05
  57.00  0.5944E-04  0.1471E-04  0.7698E-05
  58.00  0.5641E-04  0.1329E-04  0.5734E-05
  59.00  0.5589E-04  0.1181E-04  0.4065E-05
  60.00  0.5738E-04  0.1167E-04  0.4079E-05
  61.00  0.5808E-04  0.1216E-04  0.3971E-05
  62.00  0.6177E-04  0.1107E-04  0.4722E-05
  63.00  0.6074E-04  0.1256E-04  0.4102E-05
  64.00  0.6324E-04  0.1229E-04  0.4391E-05
  65.00  0.6404E-04  0.1294E-04  0.4236E-05
  66.00  0.6522E-04  0.1344E-04  0.4168E-05
  67.00  0.6740E-04  0.1353E-04  0.4285E-05
  68.00  0.6936E-04  0.1369E-04  0.4340E-05
  69.00  0.7362E-04  0.1301E-04  0.4690E-05
  70.00  0.7396E-04  0.1396E-04  0.4472E-05
  71.00  0.7650E-04  0.1403E-04  0.4570E-05
  72.00  0.8596E-04  0.1174E-04  0.5392E-05
  73.00  0.9016E-04  0.1115E-04  0.5552E-05
  74.00  0.8474E-04  0.1316E-04  0.4878E-05
  75.00  0.8788E-04  0.1228E-04  0.4971E-05
  76.00  0.9643E-04  0.9711E-05  0.5355E-05
  77.00  0.1129E-03  0.5162E-05  0.6000E-05
  78.00  0.1621E-03 -0.6231E-05  0.7825E-05
  79.00  0.7975E-04  0.9284E-05  0.3906E-05
  80.00  0.5883E-04  0.1062E-04  0.2968E-05
  81.00  0.4660E-04  0.9637E-05  0.2402E-05
  82.00  0.3646E-04  0.7938E-05  0.1902E-05
  83.00  0.2712E-04  0.6041E-05  0.1424E-05
  84.00  0.1869E-04  0.4214E-05  0.9834E-06
  85.00  0.1168E-04  0.2643E-05  0.6123E-06
  86.00  0.6461E-05  0.1449E-05  0.3323E-06
  87.00  0.3026E-05  0.6628E-06  0.1481E-06
  88.00  0.1048E-05  0.2158E-06  0.4513E-07
  89.00  0.3156E-07  0.4155E-08  0.5499E-09
 E(MeV)=  0.2082
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.3114E-04  0.1916E-05  0.1280E-06
   6.00  0.3140E-04  0.2315E-05  0.1856E-06
   7.00  0.3167E-04  0.2720E-05  0.2545E-06
   8.00  0.3195E-04  0.3131E-05  0.3346E-06
   9.00  0.3223E-04  0.3547E-05  0.4264E-06
  10.00  0.3253E-04  0.3968E-05  0.5299E-06
  11.00  0.3283E-04  0.4395E-05  0.6453E-06
  12.00  0.3315E-04  0.4826E-05  0.7730E-06
  13.00  0.3347E-04  0.5262E-05  0.9127E-06
  14.00  0.3381E-04  0.5702E-05  0.1064E-05
  15.00  0.3416E-04  0.6148E-05  0.1229E-05
  16.00  0.3452E-04  0.6597E-05  0.1406E-05
  17.00  0.3488E-04  0.7051E-05  0.1595E-05
  18.00  0.3527E-04  0.7507E-05  0.1796E-05
  19.00  0.3566E-04  0.7964E-05  0.2010E-05
  20.00  0.3608E-04  0.8430E-05  0.2236E-05
  21.00  0.3650E-04  0.8892E-05  0.2474E-05
  22.00  0.3694E-04  0.9356E-05  0.2725E-05
  23.00  0.3740E-04  0.9824E-05  0.2985E-05
  24.00  0.3788E-04  0.1028E-04  0.3264E-05
  25.00  0.3837E-04  0.1074E-04  0.3554E-05
  26.00  0.3888E-04  0.1119E-04  0.3856E-05
  27.00  0.3942E-04  0.1164E-04  0.4171E-05
  28.00  0.3996E-04  0.1208E-04  0.4491E-05
  29.00  0.4054E-04  0.1251E-04  0.4819E-05
  30.00  0.4113E-04  0.1293E-04  0.5154E-05
  31.00  0.4174E-04  0.1333E-04  0.5494E-05
  32.00  0.4237E-04  0.1372E-04  0.5837E-05
  33.00  0.4302E-04  0.1410E-04  0.6180E-05
  34.00  0.4370E-04  0.1445E-04  0.6522E-05
  35.00  0.4439E-04  0.1478E-04  0.6859E-05
  36.00  0.4509E-04  0.1508E-04  0.7185E-05
  37.00  0.4581E-04  0.1535E-04  0.7506E-05
  38.00  0.4655E-04  0.1559E-04  0.7820E-05
  39.00  0.4733E-04  0.1577E-04  0.8148E-05
  40.00  0.4809E-04  0.1595E-04  0.8418E-05
  41.00  0.4884E-04  0.1612E-04  0.8635E-05
  42.00  0.4963E-04  0.1622E-04  0.8867E-05
  43.00  0.5038E-04  0.1634E-04  0.9004E-05
  44.00  0.5128E-04  0.1630E-04  0.9260E-05
  45.00  0.5198E-04  0.1647E-04  0.9235E-05
  46.00  0.5297E-04  0.1636E-04  0.9435E-05
  47.00  0.5376E-04  0.1648E-04  0.9379E-05
  48.00  0.5470E-04  0.1650E-04  0.9372E-05
  49.00  0.5613E-04  0.1618E-04  0.9662E-05
  50.00  0.5830E-04  0.1534E-04  0.1037E-04
  51.00  0.5828E-04  0.1640E-04  0.9481E-05
  52.00  0.5937E-04  0.1657E-04  0.9368E-05
  53.00  0.6096E-04  0.1627E-04  0.9598E-05
  54.00  0.6163E-04  0.1644E-04  0.9390E-05
  55.00  0.6287E-04  0.1561E-04  0.9655E-05
  56.00  0.6285E-04  0.1476E-04  0.9438E-05
  57.00  0.5930E-04  0.1494E-04  0.7708E-05
  58.00  0.5696E-04  0.1316E-04  0.6115E-05
  59.00  0.5637E-04  0.1133E-04  0.4328E-05
  60.00  0.5709E-04  0.1154E-04  0.4004E-05
  61.00  0.5971E-04  0.1089E-04  0.4510E-05
  62.00  0.5909E-04  0.1205E-04  0.4027E-05
  63.00  0.6306E-04  0.1084E-04  0.4787E-05
  64.00  0.6168E-04  0.1243E-04  0.4126E-05
  65.00  0.6414E-04  0.1220E-04  0.4367E-05
  66.00  0.6678E-04  0.1200E-04  0.4585E-05
  67.00  0.7104E-04  0.1122E-04  0.5031E-05
  68.00  0.7341E-04  0.1132E-04  0.5069E-05
  69.00  0.7159E-04  0.1308E-04  0.4431E-05
  70.00  0.7316E-04  0.1364E-04  0.4371E-05
  71.00  0.7600E-04  0.1372E-04  0.4482E-05
  72.00  0.7910E-04  0.1368E-04  0.4606E-05
  73.00  0.8371E-04  0.1310E-04  0.4853E-05
  74.00  0.9243E-04  0.1125E-04  0.5391E-05
  75.00  0.9191E-04  0.1184E-04  0.5129E-05
  76.00  0.9631E-04  0.1077E-04  0.5217E-05
  77.00  0.1160E-03  0.5857E-05  0.6053E-05
  78.00  0.1622E-03 -0.4493E-05  0.7757E-05
  79.00  0.9777E-04  0.7828E-05  0.4563E-05
  80.00  0.6836E-04  0.1117E-04  0.3300E-05
  81.00  0.5411E-04  0.1072E-04  0.2683E-05
  82.00  0.4316E-04  0.9154E-05  0.2175E-05
  83.00  0.3306E-04  0.7215E-05  0.1681E-05
  84.00  0.2362E-04  0.5229E-05  0.1206E-05
  85.00  0.1539E-04  0.3430E-05  0.7862E-06
  86.00  0.8938E-05  0.1980E-05  0.4508E-06
  87.00  0.4439E-05  0.9680E-06  0.2165E-06
  88.00  0.1707E-05  0.3576E-06  0.7653E-07
  89.00  0.1277E-06  0.2055E-07  0.3333E-08
 E(MeV)=  0.2259
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.3087E-04  0.1957E-05  0.1343E-06
   6.00  0.3112E-04  0.2365E-05  0.1947E-06
   7.00  0.3139E-04  0.2779E-05  0.2668E-06
   8.00  0.3165E-04  0.3197E-05  0.3509E-06
   9.00  0.3193E-04  0.3621E-05  0.4472E-06
  10.00  0.3221E-04  0.4051E-05  0.5557E-06
  11.00  0.3250E-04  0.4485E-05  0.6767E-06
  12.00  0.3280E-04  0.4925E-05  0.8102E-06
  13.00  0.3311E-04  0.5368E-05  0.9571E-06
  14.00  0.3343E-04  0.5816E-05  0.1116E-05
  15.00  0.3375E-04  0.6268E-05  0.1288E-05
  16.00  0.3409E-04  0.6724E-05  0.1473E-05
  17.00  0.3444E-04  0.7186E-05  0.1672E-05
  18.00  0.3480E-04  0.7646E-05  0.1883E-05
  19.00  0.3517E-04  0.8108E-05  0.2106E-05
  20.00  0.3556E-04  0.8579E-05  0.2343E-05
  21.00  0.3596E-04  0.9045E-05  0.2591E-05
  22.00  0.3637E-04  0.9513E-05  0.2852E-05
  23.00  0.3680E-04  0.9977E-05  0.3125E-05
  24.00  0.3725E-04  0.1044E-04  0.3419E-05
  25.00  0.3771E-04  0.1090E-04  0.3723E-05
  26.00  0.3819E-04  0.1134E-04  0.4038E-05
  27.00  0.3869E-04  0.1179E-04  0.4368E-05
  28.00  0.3921E-04  0.1222E-04  0.4704E-05
  29.00  0.3976E-04  0.1264E-04  0.5045E-05
  30.00  0.4032E-04  0.1304E-04  0.5393E-05
  31.00  0.4090E-04  0.1344E-04  0.5746E-05
  32.00  0.4151E-04  0.1381E-04  0.6100E-05
  33.00  0.4213E-04  0.1416E-04  0.6454E-05
  34.00  0.4278E-04  0.1449E-04  0.6806E-05
  35.00  0.4345E-04  0.1479E-04  0.7151E-05
  36.00  0.4414E-04  0.1506E-04  0.7485E-05
  37.00  0.4485E-04  0.1529E-04  0.7812E-05
  38.00  0.4557E-04  0.1550E-04  0.8123E-05
  39.00  0.4631E-04  0.1567E-04  0.8407E-05
  40.00  0.4704E-04  0.1582E-04  0.8644E-05
  41.00  0.4782E-04  0.1589E-04  0.8914E-05
  42.00  0.4863E-04  0.1589E-04  0.9191E-05
  43.00  0.4930E-04  0.1602E-04  0.9247E-05
  44.00  0.5013E-04  0.1595E-04  0.9449E-05
  45.00  0.5073E-04  0.1608E-04  0.9363E-05
  46.00  0.5156E-04  0.1600E-04  0.9453E-05
  47.00  0.5246E-04  0.1586E-04  0.9525E-05
  48.00  0.5311E-04  0.1600E-04  0.9313E-05
  49.00  0.5486E-04  0.1524E-04  0.9870E-05
  50.00  0.5701E-04  0.1428E-04  0.1054E-04
  51.00  0.5671E-04  0.1550E-04  0.9428E-05
