 all D ~ (p/mc)^2/t (sec^-1)
 E(MeV)=  0.1000
  alpha0   Daa         Dap         Dpp
  13.00  0.1692E-06  0.5239E-09  0.2268E-07
  14.00  0.2463E-06 -0.4135E-08  0.4220E-07
  15.00  0.3525E-06 -0.1115E-07  0.7405E-07
  16.00  0.4899E-06 -0.1470E-07  0.1191E-06
  17.00  0.6603E-06 -0.3748E-08  0.1750E-06
  18.00  0.8767E-06  0.2840E-07  0.2467E-06
  19.00  0.1161E-05  0.8655E-07  0.3484E-06
  20.00  0.1536E-05  0.1822E-06  0.4998E-06
  21.00  0.2027E-05  0.3405E-06  0.7260E-06
  22.00  0.2670E-05  0.5853E-06  0.1082E-05
  23.00  0.3494E-05  0.9508E-06  0.1643E-05
  24.00  0.4462E-05  0.1474E-05  0.2499E-05
  25.00  0.5638E-05  0.1835E-05  0.4283E-05
  26.00  0.7416E-05  0.8232E-06  0.9086E-05
  27.00  0.8769E-05  0.1349E-05  0.1240E-04
  28.00  0.9869E-05  0.2809E-05  0.2414E-04
  29.00  0.1065E-04  0.1676E-05  0.2123E-04
  30.00  0.1156E-04  0.6760E-06  0.1964E-04
  31.00  0.1241E-04 -0.9132E-07  0.1898E-04
  32.00  0.1316E-04 -0.6575E-06  0.1876E-04
  33.00  0.1387E-04 -0.1106E-05  0.1865E-04
  34.00  0.1451E-04 -0.1386E-05  0.1839E-04
  35.00  0.1510E-04 -0.1685E-05  0.1791E-04
  36.00  0.1566E-04 -0.1916E-05  0.1718E-04
  37.00  0.1615E-04 -0.2129E-05  0.1623E-04
  38.00  0.1656E-04 -0.2281E-05  0.1511E-04
  39.00  0.1689E-04 -0.2434E-05  0.1392E-04
  40.00  0.1712E-04 -0.2535E-05  0.1271E-04
  41.00  0.1728E-04 -0.2607E-05  0.1156E-04
  42.00  0.1771E-04 -0.2880E-05  0.1070E-04
  43.00  0.1825E-04 -0.3236E-05  0.1003E-04
  44.00  0.1882E-04 -0.3531E-05  0.9402E-05
  45.00  0.1974E-04 -0.4096E-05  0.9137E-05
  46.00  0.2018E-04 -0.4214E-05  0.8569E-05
  47.00  0.2052E-04 -0.4250E-05  0.8045E-05
  48.00  0.2118E-04 -0.4320E-05  0.7474E-05
  49.00  0.2179E-04 -0.4485E-05  0.7152E-05
  50.00  0.2247E-04 -0.4626E-05  0.6831E-05
  51.00  0.2244E-04 -0.4245E-05  0.6201E-05
  52.00  0.2317E-04 -0.4348E-05  0.5994E-05
  53.00  0.2383E-04 -0.4145E-05  0.5567E-05
  54.00  0.2459E-04 -0.3967E-05  0.5262E-05
  55.00  0.2502E-04 -0.3489E-05  0.4861E-05
  56.00  0.2634E-04 -0.3211E-05  0.4592E-05
  57.00  0.2740E-04 -0.2779E-05  0.4332E-05
  58.00  0.2968E-04 -0.3017E-05  0.4407E-05
  59.00  0.3166E-04 -0.3264E-05  0.4064E-05
  60.00  0.3220E-04 -0.2900E-05  0.2967E-05
  61.00  0.3434E-04 -0.3006E-05  0.2865E-05
  62.00  0.3768E-04 -0.3625E-05  0.3024E-05
  63.00  0.4030E-04 -0.3828E-05  0.2987E-05
  64.00  0.4354E-04 -0.4247E-05  0.3041E-05
  65.00  0.4616E-04 -0.4485E-05  0.3070E-05
  66.00  0.4788E-04 -0.4405E-05  0.3000E-05
  67.00  0.5010E-04 -0.4410E-05  0.2954E-05
  68.00  0.5296E-04 -0.4646E-05  0.3019E-05
  69.00  0.5421E-04 -0.4326E-05  0.2894E-05
  70.00  0.5785E-04 -0.4635E-05  0.2985E-05
  71.00  0.5992E-04 -0.4513E-05  0.3009E-05
  72.00  0.6267E-04 -0.4371E-05  0.3015E-05
  73.00  0.6628E-04 -0.4317E-05  0.3055E-05
  74.00  0.7061E-04 -0.4281E-05  0.3102E-05
  75.00  0.7079E-04 -0.3660E-05  0.3103E-05
  76.00  0.6676E-04 -0.2206E-05  0.2975E-05
  77.00  0.7608E-04 -0.2529E-05  0.3119E-05
  78.00  0.1105E-03 -0.6257E-05  0.3749E-05
  79.00  0.6488E-04  0.5995E-06  0.2992E-05
  80.00  0.6684E-04  0.1309E-05  0.3040E-05
  81.00  0.8573E-04 -0.3733E-06  0.3430E-05
  82.00  0.1224E-03 -0.4158E-05  0.4050E-05
  83.00  0.9533E-04  0.8028E-06  0.3472E-05
  84.00  0.1049E-03 -0.1800E-06  0.3772E-05
  85.00  0.1114E-03 -0.5972E-06  0.3903E-05
  86.00  0.1088E-03  0.1466E-06  0.3836E-05
  87.00  0.1098E-03  0.8290E-07  0.3870E-05
  88.00  0.1107E-03  0.6050E-07  0.3881E-05
  89.00  0.1112E-03  0.3472E-07  0.3896E-05
 E(MeV)=  3.3270
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.4388E-08 -0.1191E-09  0.7099E-10
   6.00  0.6860E-08 -0.1682E-09  0.1585E-09
   7.00  0.1055E-07 -0.1924E-09  0.3262E-09
   8.00  0.1600E-07 -0.1460E-09  0.6343E-09
   9.00  0.2404E-07  0.4118E-10  0.1187E-08
  10.00  0.3580E-07  0.4582E-09  0.2171E-08
  11.00  0.5308E-07  0.1167E-08  0.3943E-08
  12.00  0.7866E-07  0.2039E-08  0.7233E-08
  13.00  0.1171E-06  0.2288E-08  0.1368E-07
  14.00  0.1760E-06 -0.4298E-09  0.2695E-07
  15.00  0.2656E-06 -0.1032E-07  0.5390E-07
  16.00  0.3951E-06 -0.2939E-07  0.1020E-06
  17.00  0.5650E-06 -0.4926E-07  0.1716E-06
  18.00  0.7702E-06 -0.4972E-07  0.2532E-06
  19.00  0.1027E-05 -0.2397E-07  0.3536E-06
  20.00  0.1365E-05  0.2953E-07  0.4952E-06
  21.00  0.1808E-05  0.1274E-06  0.7032E-06
  22.00  0.2397E-05  0.2954E-06  0.1021E-05
  23.00  0.3164E-05  0.5842E-06  0.1521E-05
  24.00  0.4175E-05  0.1012E-05  0.2375E-05
  25.00  0.5404E-05  0.1449E-05  0.4233E-05
  26.00  0.7426E-05  0.3834E-06  0.9754E-05
  27.00  0.8684E-05  0.7607E-06  0.1261E-04
  28.00  0.9868E-05  0.1568E-05  0.2234E-04
  29.00  0.1070E-04  0.5365E-06  0.2073E-04
  30.00  0.1147E-04 -0.2431E-06  0.2015E-04
  31.00  0.1210E-04 -0.7732E-06  0.2000E-04
  32.00  0.1286E-04 -0.1319E-05  0.2005E-04
  33.00  0.1369E-04 -0.1800E-05  0.1997E-04
  34.00  0.1437E-04 -0.2173E-05  0.1946E-04
  35.00  0.1485E-04 -0.2187E-05  0.1852E-04
  36.00  0.1520E-04 -0.2424E-05  0.1731E-04
  37.00  0.1555E-04 -0.2584E-05  0.1599E-04
  38.00  0.1581E-04 -0.2717E-05  0.1462E-04
  39.00  0.1598E-04 -0.2834E-05  0.1330E-04
  40.00  0.1626E-04 -0.3072E-05  0.1220E-04
  41.00  0.1668E-04 -0.3432E-05  0.1136E-04
  42.00  0.1690E-04 -0.3646E-05  0.1058E-04
  43.00  0.1643E-04 -0.3317E-05  0.9530E-05
  44.00  0.1703E-04 -0.3674E-05  0.9047E-05
  45.00  0.1758E-04 -0.4010E-05  0.8687E-05
  46.00  0.1871E-04 -0.4624E-05  0.8488E-05
  47.00  0.1921E-04 -0.4749E-05  0.7994E-05
  48.00  0.1912E-04 -0.4387E-05  0.7166E-05
  49.00  0.2009E-04 -0.4759E-05  0.6935E-05
  50.00  0.2056E-04 -0.4791E-05  0.6528E-05
  51.00  0.2104E-04 -0.4747E-05  0.6076E-05
  52.00  0.2153E-04 -0.4784E-05  0.5817E-05
  53.00  0.2162E-04 -0.4403E-05  0.5309E-05
  54.00  0.2251E-04 -0.4367E-05  0.5068E-05
  55.00  0.2273E-04 -0.3877E-05  0.4649E-05
  56.00  0.2304E-04 -0.3288E-05  0.4264E-05
  57.00  0.2600E-04 -0.3665E-05  0.4343E-05
  58.00  0.2654E-04 -0.3098E-05  0.4123E-05
  59.00  0.2747E-04 -0.2876E-05  0.3739E-05
  60.00  0.3022E-04 -0.3375E-05  0.2966E-05
  61.00  0.3165E-04 -0.3351E-05  0.2848E-05
  62.00  0.3372E-04 -0.3489E-05  0.2809E-05
  63.00  0.3738E-04 -0.4103E-05  0.2914E-05
  64.00  0.3948E-04 -0.4104E-05  0.2802E-05
  65.00  0.4305E-04 -0.4622E-05  0.2891E-05
  66.00  0.4639E-04 -0.5066E-05  0.2985E-05
  67.00  0.4724E-04 -0.4705E-05  0.2823E-05
  68.00  0.5021E-04 -0.4989E-05  0.2881E-05
  69.00  0.5246E-04 -0.4986E-05  0.2832E-05
  70.00  0.5478E-04 -0.5071E-05  0.2857E-05
  71.00  0.5769E-04 -0.5214E-05  0.2921E-05
  72.00  0.5923E-04 -0.4915E-05  0.2879E-05
  73.00  0.6162E-04 -0.4774E-05  0.2905E-05
  74.00  0.6559E-04 -0.4724E-05  0.2939E-05
  75.00  0.6999E-04 -0.4786E-05  0.3025E-05
  76.00  0.6465E-04 -0.3310E-05  0.2899E-05
  77.00  0.6684E-04 -0.2727E-05  0.2913E-05
  78.00  0.9215E-04 -0.5211E-05  0.3363E-05
  79.00  0.7117E-04 -0.1745E-05  0.3066E-05
  80.00  0.6049E-04  0.7997E-06  0.2861E-05
  81.00  0.7952E-04 -0.8634E-06  0.3270E-05
  82.00  0.1158E-03 -0.4491E-05  0.3896E-05
  83.00  0.9203E-04  0.1190E-06  0.3398E-05
  84.00  0.1058E-03 -0.1090E-05  0.3767E-05
  85.00  0.1083E-03 -0.6312E-06  0.3807E-05
  86.00  0.1084E-03 -0.8647E-07  0.3813E-05
  87.00  0.1094E-03 -0.3772E-08  0.3850E-05
  88.00  0.1107E-03  0.2666E-07  0.3869E-05
  89.00  0.1112E-03  0.1575E-07  0.3880E-05
 E(MeV)=  3.6090
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.3088E-08 -0.2035E-09  0.6576E-10
   6.00  0.4892E-08 -0.3464E-09  0.1470E-09
   7.00  0.7581E-08 -0.5312E-09  0.2994E-09
   8.00  0.1157E-07 -0.7433E-09  0.5717E-09
   9.00  0.1744E-07 -0.9472E-09  0.1043E-08
  10.00  0.2608E-07 -0.1076E-08  0.1846E-08
  11.00  0.3876E-07 -0.1022E-08  0.3203E-08
  12.00  0.5741E-07 -0.6694E-09  0.5519E-08
  13.00  0.8508E-07 -0.4930E-10  0.9612E-08
  14.00  0.1272E-06 -0.6434E-11  0.1743E-07
  15.00  0.1939E-06 -0.4320E-08  0.3432E-07
  16.00  0.3024E-06 -0.2231E-07  0.7296E-07
  17.00  0.4684E-06 -0.6133E-07  0.1485E-06
  18.00  0.6876E-06 -0.1063E-06  0.2577E-06
  19.00  0.9421E-06 -0.1195E-06  0.3757E-06
  20.00  0.1259E-05 -0.1000E-06  0.5190E-06
  21.00  0.1679E-05 -0.5368E-07  0.7264E-06
  22.00  0.2216E-05  0.5746E-07  0.1014E-05
  23.00  0.2948E-05  0.2336E-06  0.1485E-05
  24.00  0.3890E-05  0.5777E-06  0.2229E-05
  25.00  0.5169E-05  0.9226E-06  0.4079E-05
  26.00  0.7412E-05 -0.1916E-06  0.1020E-04
  27.00  0.8617E-05  0.3319E-06  0.1319E-04
  28.00  0.9870E-05  0.4376E-06  0.2190E-04
  29.00  0.1053E-04 -0.3339E-06  0.2139E-04
  30.00  0.1120E-04 -0.9785E-06  0.2148E-04
  31.00  0.1217E-04 -0.1752E-05  0.2181E-04
  32.00  0.1288E-04 -0.2166E-05  0.2158E-04
  33.00  0.1336E-04 -0.2326E-05  0.2083E-04
  34.00  0.1399E-04 -0.2428E-05  0.1987E-04
  35.00  0.1469E-04 -0.3069E-05  0.1871E-04
  36.00  0.1519E-04 -0.3358E-05  0.1731E-04
  37.00  0.1541E-04 -0.3486E-05  0.1577E-04
  38.00  0.1555E-04 -0.3630E-05  0.1435E-04
  39.00  0.1572E-04 -0.3833E-05  0.1316E-04
  40.00  0.1587E-04 -0.4039E-05  0.1217E-04
  41.00  0.1549E-04 -0.3849E-05  0.1107E-04
  42.00  0.1481E-04 -0.3373E-05  0.9851E-05
  43.00  0.1577E-04 -0.4100E-05  0.9644E-05
  44.00  0.1600E-04 -0.4314E-05  0.9169E-05
  45.00  0.1580E-04 -0.4109E-05  0.8407E-05
  46.00  0.1615E-04 -0.4226E-05  0.7878E-05
  47.00  0.1738E-04 -0.4861E-05  0.7710E-05
  48.00  0.1757E-04 -0.4695E-05  0.7003E-05
  49.00  0.1796E-04 -0.4673E-05  0.6489E-05
  50.00  0.1930E-04 -0.5250E-05  0.6415E-05
  51.00  0.1948E-04 -0.5023E-05  0.5843E-05
  52.00  0.2007E-04 -0.5127E-05  0.5614E-05
  53.00  0.1986E-04 -0.4712E-05  0.5115E-05
  54.00  0.2032E-04 -0.4528E-05  0.4793E-05
  55.00  0.2069E-04 -0.4205E-05  0.4451E-05
  56.00  0.2063E-04 -0.3569E-05  0.4044E-05
  57.00  0.2207E-04 -0.3391E-05  0.3900E-05
  58.00  0.2279E-04 -0.2920E-05  0.3747E-05
  59.00  0.2578E-04 -0.3461E-05  0.3813E-05
  60.00  0.2578E-04 -0.2904E-05  0.2650E-05
  61.00  0.2858E-04 -0.3378E-05  0.2691E-05
  62.00  0.3220E-04 -0.4254E-05  0.2957E-05
  63.00  0.3262E-04 -0.3700E-05  0.2624E-05
  64.00  0.3736E-04 -0.4632E-05  0.2831E-05
  65.00  0.3877E-04 -0.4373E-05  0.2634E-05
  66.00  0.4215E-04 -0.4920E-05  0.2776E-05
  67.00  0.4753E-04 -0.5855E-05  0.2970E-05
  68.00  0.4846E-04 -0.5534E-05  0.2826E-05
  69.00  0.5241E-04 -0.6000E-05  0.2887E-05
  70.00  0.5209E-04 -0.5477E-05  0.2746E-05
  71.00  0.5545E-04 -0.5737E-05  0.2811E-05
  72.00  0.5574E-04 -0.5284E-05  0.2727E-05
  73.00  0.5942E-04 -0.5530E-05  0.2822E-05
  74.00  0.6079E-04 -0.5155E-05  0.2792E-05
  75.00  0.6831E-04 -0.5755E-05  0.2953E-05
  76.00  0.6631E-04 -0.4843E-05  0.2891E-05
  77.00  0.6101E-04 -0.3338E-05  0.2770E-05
  78.00  0.7658E-04 -0.4562E-05  0.3037E-05
  79.00  0.1339E-03 -0.1142E-04  0.4084E-05
  80.00  0.5383E-04  0.2715E-06  0.2665E-05
  81.00  0.7174E-04 -0.1243E-05  0.3061E-05
  82.00  0.1082E-03 -0.4902E-05  0.3714E-05
  83.00  0.8824E-04 -0.7110E-06  0.3300E-05
  84.00  0.1038E-03 -0.1952E-05  0.3698E-05
  85.00  0.1044E-03 -0.8510E-06  0.3695E-05
  86.00  0.1073E-03 -0.4591E-06  0.3773E-05
  87.00  0.1086E-03 -0.1468E-06  0.3819E-05
  88.00  0.1104E-03 -0.2489E-07  0.3848E-05
  89.00  0.1112E-03 -0.5123E-08  0.3871E-05
 E(MeV)=  3.9150
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2464E-08 -0.2788E-09  0.7128E-10
   6.00  0.3915E-08 -0.4996E-09  0.1585E-09
   7.00  0.6061E-08 -0.8203E-09  0.3193E-09
   8.00  0.9217E-08 -0.1261E-08  0.6004E-09
   9.00  0.1386E-07 -0.1833E-08  0.1076E-08
  10.00  0.2066E-07 -0.2536E-08  0.1862E-08
  11.00  0.3067E-07 -0.3336E-08  0.3145E-08
  12.00  0.4535E-07 -0.4153E-08  0.5228E-08
  13.00  0.6693E-07 -0.4865E-08  0.8626E-08
  14.00  0.9893E-07 -0.5437E-08  0.1432E-07
  15.00  0.1477E-06 -0.6767E-08  0.2468E-07
  16.00  0.2269E-06 -0.1456E-07  0.4749E-07
  17.00  0.3657E-06 -0.4790E-07  0.1067E-06
  18.00  0.5886E-06 -0.1225E-06  0.2305E-06
  19.00  0.8761E-06 -0.2031E-06  0.3992E-06
  20.00  0.1197E-05 -0.2288E-06  0.5654E-06
  21.00  0.1600E-05 -0.2142E-06  0.7713E-06
  22.00  0.2134E-05 -0.1717E-06  0.1079E-05
  23.00  0.2811E-05 -0.4587E-07  0.1504E-05
  24.00  0.3700E-05  0.1887E-06  0.2183E-05
  25.00  0.4995E-05  0.3542E-06  0.3937E-05
  26.00  0.7254E-05 -0.7891E-06  0.1027E-04
  27.00  0.8653E-05 -0.1444E-06  0.1394E-04
  28.00  0.9678E-05 -0.4353E-06  0.2279E-04
  29.00  0.1051E-04 -0.1311E-05  0.2323E-04
  30.00  0.1139E-04 -0.2034E-05  0.2356E-04
  31.00  0.1203E-04 -0.2406E-05  0.2327E-04
  32.00  0.1283E-04 -0.2436E-05  0.2267E-04
  33.00  0.1339E-04 -0.3105E-05  0.2139E-04
  34.00  0.1363E-04 -0.3109E-05  0.1962E-04
  35.00  0.1349E-04 -0.2870E-05  0.1754E-04
  36.00  0.1342E-04 -0.2886E-05  0.1572E-04
  37.00  0.1348E-04 -0.3013E-05  0.1424E-04
  38.00  0.1346E-04 -0.3059E-05  0.1294E-04
  39.00  0.1321E-04 -0.2995E-05  0.1171E-04
  40.00  0.1324E-04 -0.3151E-05  0.1085E-04
  41.00  0.1369E-04 -0.3630E-05  0.1039E-04
  42.00  0.1479E-04 -0.4566E-05  0.1034E-04
  43.00  0.1573E-04 -0.5363E-05  0.1026E-04
  44.00  0.1371E-04 -0.3861E-05  0.8456E-05
  45.00  0.1596E-04 -0.5481E-05  0.9015E-05
  46.00  0.1446E-04 -0.4281E-05  0.7513E-05
  47.00  0.1481E-04 -0.4358E-05  0.6981E-05
  48.00  0.1526E-04 -0.4383E-05  0.6410E-05
  49.00  0.1613E-04 -0.4682E-05  0.6122E-05
  50.00  0.1726E-04 -0.5143E-05  0.6003E-05
  51.00  0.1742E-04 -0.4899E-05  0.5427E-05
  52.00  0.1798E-04 -0.5019E-05  0.5227E-05
  53.00  0.1809E-04 -0.4819E-05  0.4845E-05
  54.00  0.1889E-04 -0.4926E-05  0.4690E-05
  55.00  0.1871E-04 -0.4379E-05  0.4218E-05
  56.00  0.1845E-04 -0.3748E-05  0.3810E-05
  57.00  0.2100E-04 -0.4199E-05  0.3952E-05
  58.00  0.2085E-04 -0.3294E-05  0.3576E-05
  59.00  0.2173E-04 -0.2936E-05  0.3399E-05
  60.00  0.2449E-04 -0.3551E-05  0.2778E-05
  61.00  0.2434E-04 -0.2978E-05  0.2425E-05
  62.00  0.2738E-04 -0.3615E-05  0.2573E-05
  63.00  0.3274E-04 -0.4986E-05  0.2962E-05
  64.00  0.3163E-04 -0.3908E-05  0.2455E-05
  65.00  0.3626E-04 -0.4787E-05  0.2644E-05
  66.00  0.3892E-04 -0.4973E-05  0.2626E-05
  67.00  0.4111E-04 -0.4988E-05  0.2547E-05
  68.00  0.4378E-04 -0.5219E-05  0.2567E-05
  69.00  0.4624E-04 -0.5315E-05  0.2520E-05
  70.00  0.4923E-04 -0.5638E-05  0.2577E-05
  71.00  0.5234E-04 -0.5956E-05  0.2658E-05
  72.00  0.5342E-04 -0.5729E-05  0.2610E-05
  73.00  0.5486E-04 -0.5602E-05  0.2614E-05
  74.00  0.5604E-04 -0.5399E-05  0.2623E-05
  75.00  0.6154E-04 -0.5741E-05  0.2724E-05
  76.00  0.7167E-04 -0.6878E-05  0.2985E-05
  77.00  0.6027E-04 -0.4569E-05  0.2728E-05
  78.00  0.6436E-04 -0.4262E-05  0.2761E-05
  79.00  0.1063E-03 -0.8926E-05  0.3481E-05
  80.00  0.4879E-04 -0.5167E-06  0.2508E-05
  81.00  0.6418E-04 -0.1712E-05  0.2851E-05
  82.00  0.1004E-03 -0.5387E-05  0.3516E-05
  83.00  0.8397E-04 -0.1654E-05  0.3180E-05
  84.00  0.9939E-04 -0.2697E-05  0.3563E-05
  85.00  0.1002E-03 -0.1389E-05  0.3573E-05
  86.00  0.1048E-03 -0.9228E-06  0.3695E-05
  87.00  0.1071E-03 -0.4262E-06  0.3764E-05
  88.00  0.1097E-03 -0.1593E-06  0.3819E-05
  89.00  0.1109E-03 -0.4247E-07  0.3853E-05
 E(MeV)=  4.2480
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2154E-08 -0.3379E-09  0.8084E-10
   6.00  0.3435E-08 -0.6218E-09  0.1804E-09
   7.00  0.5306E-08 -0.1056E-08  0.3631E-09
   8.00  0.8029E-08 -0.1688E-08  0.6801E-09
   9.00  0.1200E-07 -0.2577E-08  0.1209E-08
  10.00  0.1780E-07 -0.3788E-08  0.2067E-08
  11.00  0.2627E-07 -0.5384E-08  0.3438E-08
  12.00  0.3870E-07 -0.7416E-08  0.5608E-08
  13.00  0.5693E-07 -0.9895E-08  0.9025E-08
  14.00  0.8371E-07 -0.1278E-07  0.1442E-07
  15.00  0.1233E-06 -0.1605E-07  0.2309E-07
  16.00  0.1834E-06 -0.2082E-07  0.3810E-07
  17.00  0.2836E-06 -0.3640E-07  0.7169E-07
  18.00  0.4739E-06 -0.1022E-06  0.1721E-06
  19.00  0.7857E-06 -0.2396E-06  0.3811E-06
  20.00  0.1153E-05 -0.3548E-06  0.6198E-06
  21.00  0.1561E-05 -0.3910E-06  0.8497E-06
  22.00  0.2093E-05 -0.3926E-06  0.1165E-05
  23.00  0.2743E-05 -0.3039E-06  0.1578E-05
  24.00  0.3653E-05 -0.2021E-06  0.2293E-05
  25.00  0.4797E-05 -0.6150E-07  0.3774E-05
  26.00  0.7170E-05 -0.1524E-05  0.1029E-04
  27.00  0.8770E-05 -0.7623E-06  0.1459E-04
  28.00  0.9813E-05 -0.1576E-05  0.2505E-04
  29.00  0.1060E-04 -0.2190E-05  0.2541E-04
  30.00  0.1147E-04 -0.2426E-05  0.2534E-04
  31.00  0.1202E-04 -0.3102E-05  0.2432E-04
  32.00  0.1211E-04 -0.2876E-05  0.2235E-04
  33.00  0.1256E-04 -0.3099E-05  0.2054E-04
  34.00  0.1288E-04 -0.3311E-05  0.1865E-04
  35.00  0.1301E-04 -0.3492E-05  0.1682E-04
  36.00  0.1293E-04 -0.3454E-05  0.1510E-04
  37.00  0.1283E-04 -0.3466E-05  0.1371E-04
  38.00  0.1271E-04 -0.3521E-05  0.1257E-04
  39.00  0.1283E-04 -0.3788E-05  0.1180E-04
  40.00  0.1247E-04 -0.3707E-05  0.1088E-04
  41.00  0.1381E-04 -0.4905E-05  0.1102E-04
  42.00  0.1219E-04 -0.3767E-05  0.9373E-05
  43.00  0.1259E-04 -0.4132E-05  0.8912E-05
  44.00  0.1676E-04 -0.7219E-05  0.1048E-04
  45.00  0.1270E-04 -0.4281E-05  0.7721E-05
  46.00  0.1517E-04 -0.5892E-05  0.8208E-05
  47.00  0.1396E-04 -0.4868E-05  0.6903E-05
  48.00  0.1370E-04 -0.4451E-05  0.6087E-05
  49.00  0.1551E-04 -0.5359E-05  0.6221E-05
  50.00  0.1504E-04 -0.4793E-05  0.5470E-05
  51.00  0.1565E-04 -0.4823E-05  0.5087E-05
  52.00  0.1755E-04 -0.5704E-05  0.5332E-05
  53.00  0.1752E-04 -0.5418E-05  0.4883E-05
  54.00  0.1668E-04 -0.4725E-05  0.4304E-05
  55.00  0.1705E-04 -0.4524E-05  0.4004E-05
  56.00  0.1668E-04 -0.3928E-05  0.3605E-05
  57.00  0.1724E-04 -0.3606E-05  0.3397E-05
  58.00  0.1765E-04 -0.3078E-05  0.3202E-05
  59.00  0.1881E-04 -0.2797E-05  0.3132E-05
  60.00  0.2045E-04 -0.2963E-05  0.2418E-05
  61.00  0.2441E-04 -0.4011E-05  0.2684E-05
  62.00  0.2349E-04 -0.3293E-05  0.2345E-05
  63.00  0.2654E-04 -0.3863E-05  0.2437E-05
  64.00  0.3030E-04 -0.4554E-05  0.2556E-05
  65.00  0.3058E-04 -0.4038E-05  0.2278E-05
  66.00  0.3435E-04 -0.4660E-05  0.2405E-05
  67.00  0.4003E-04 -0.5699E-05  0.2616E-05
  68.00  0.4113E-04 -0.5421E-05  0.2466E-05
  69.00  0.4339E-04 -0.5406E-05  0.2377E-05
  70.00  0.4721E-04 -0.5937E-05  0.2472E-05
  71.00  0.5178E-04 -0.6635E-05  0.2634E-05
  72.00  0.5140E-04 -0.6118E-05  0.2504E-05
  73.00  0.5210E-04 -0.5885E-05  0.2472E-05
  74.00  0.5655E-04 -0.6397E-05  0.2606E-05
  75.00  0.5715E-04 -0.6043E-05  0.2581E-05
  76.00  0.6211E-04 -0.6232E-05  0.2641E-05
  77.00  0.5884E-04 -0.5495E-05  0.2642E-05
  78.00  0.6091E-04 -0.5120E-05  0.2674E-05
  79.00  0.8845E-04 -0.7914E-05  0.3118E-05
  80.00  0.4454E-04 -0.1335E-05  0.2364E-05
  81.00  0.5863E-04 -0.2441E-05  0.2680E-05
  82.00  0.9263E-04 -0.5899E-05  0.3309E-05
  83.00  0.7958E-04 -0.2677E-05  0.3045E-05
  84.00  0.9356E-04 -0.3405E-05  0.3385E-05
  85.00  0.9573E-04 -0.2220E-05  0.3440E-05
  86.00  0.1008E-03 -0.1508E-05  0.3575E-05
  87.00  0.1047E-03 -0.8797E-06  0.3682E-05
  88.00  0.1082E-03 -0.4184E-06  0.3766E-05
  89.00  0.1103E-03 -0.1522E-06  0.3826E-05
 E(MeV)=  4.6090
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.1902E-08 -0.3581E-09  0.8480E-10
   6.00  0.3093E-08 -0.6829E-09  0.1947E-09
   7.00  0.4845E-08 -0.1205E-08  0.4027E-09
   8.00  0.7394E-08 -0.2004E-08  0.7716E-09
   9.00  0.1109E-07 -0.3183E-08  0.1392E-08
  10.00  0.1644E-07 -0.4865E-08  0.2398E-08
  11.00  0.2419E-07 -0.7199E-08  0.3984E-08
  12.00  0.3548E-07 -0.1037E-07  0.6446E-08
  13.00  0.5200E-07 -0.1459E-07  0.1025E-07
  14.00  0.7623E-07 -0.2007E-07  0.1610E-07
  15.00  0.1117E-06 -0.2694E-07  0.2512E-07
  16.00  0.1639E-06 -0.3541E-07  0.3914E-07
  17.00  0.2430E-06 -0.4706E-07  0.6255E-07
  18.00  0.3796E-06 -0.8025E-07  0.1181E-06
  19.00  0.6629E-06 -0.2168E-06  0.3079E-06
  20.00  0.1102E-05 -0.4497E-06  0.6519E-06
  21.00  0.1552E-05 -0.5796E-06  0.9521E-06
  22.00  0.2065E-05 -0.6113E-06  0.1256E-05
  23.00  0.2769E-05 -0.6345E-06  0.1749E-05
  24.00  0.3618E-05 -0.5200E-06  0.2391E-05
  25.00  0.4769E-05 -0.4784E-06  0.3841E-05
  26.00  0.7283E-05 -0.2372E-05  0.1051E-04
  27.00  0.8666E-05 -0.1265E-05  0.1463E-04
  28.00  0.9999E-05 -0.2569E-05  0.2762E-04
